971336222;Ubah Data Faktur Penjualan 010.000-13.00003847;06/03/2013 07:56:15; di Nopend 85500 dengan id (34115);
;Ubah Status Verifikasi;06/03/2013 07:56:19; (34960);
;Ubah Status Verifikasi;06/03/2013 07:56:21; (37366);
;Ubah Status Verifikasi;06/03/2013 07:56:24; (34972);
;Ubah Status Verifikasi;06/03/2013 07:56:26; (34954);
;Ubah Status Verifikasi;06/03/2013 07:56:29; (37370);
;Ubah Status Verifikasi;06/03/2013 07:56:32; (37372);
;Ubah Status Verifikasi;06/03/2013 07:56:35; (34950);
;Ubah Status Verifikasi;06/03/2013 07:56:35; (35734);
;Ubah Status Verifikasi;06/03/2013 07:56:37; (34951);
;Ubah Status Verifikasi;06/03/2013 07:56:38; (34986);
;Ubah Status Verifikasi;06/03/2013 07:56:42; (34947);
;Ubah Status Verifikasi;06/03/2013 07:56:46; (35736);
;Ubah Status Verifikasi;06/03/2013 07:56:46; (34947);
;Ubah Status Verifikasi;06/03/2013 07:56:53; (35738);
;Ubah Status Verifikasi;06/03/2013 07:57:01; (35740);
;Ubah Status Verifikasi;06/03/2013 07:57:02; (37375);
;Ubah Status Verifikasi;06/03/2013 07:57:08; (35743);
;Ubah Status Verifikasi;06/03/2013 07:57:16; (39959);
;Ubah Status Verifikasi;06/03/2013 07:57:16; (35746);
;Ubah Status Verifikasi;06/03/2013 07:57:22; (35748);
;Ubah Status Verifikasi;06/03/2013 07:57:27; (37411);
;Ubah Status Verifikasi;06/03/2013 07:57:36; (40902);
;Ubah Status Verifikasi;06/03/2013 07:57:45; (40911);
;Ubah Status Verifikasi;06/03/2013 07:57:51; (40908);
;Ubah Status Verifikasi;06/03/2013 07:58:00; (40908);
;Ubah Status Verifikasi;06/03/2013 08:03:07; (34382);
;Ubah Status Verifikasi;06/03/2013 08:03:10; (34384);
;Ubah Status Verifikasi;06/03/2013 08:03:12; (34381);
;Ubah Status Verifikasi;06/03/2013 08:03:17; (34384);
;Ubah Status Verifikasi;06/03/2013 08:03:24; (34379);
;Ubah Status Verifikasi;06/03/2013 08:03:26; (34380);
;Ubah Status Verifikasi;06/03/2013 08:03:29; (34378);
;Ubah Status Verifikasi;06/03/2013 08:03:33; (34377);
;Ubah Status Verifikasi;06/03/2013 08:03:35; (34376);
;Ubah Status Verifikasi;06/03/2013 08:03:40; (34374);
;Ubah Status Verifikasi;06/03/2013 08:03:44; (34375);
;Ubah Status Verifikasi;06/03/2013 08:03:45; (34946);
;Ubah Status Verifikasi;06/03/2013 08:03:46; (34987);
;Ubah Status Verifikasi;06/03/2013 08:03:50; (34988);
;Ubah Status Verifikasi;06/03/2013 08:03:51; (34989);
;Ubah Status Verifikasi;06/03/2013 08:04:04; (34990);
;Ubah Status Verifikasi;06/03/2013 08:04:20; (34991);
;Ubah Status Verifikasi;06/03/2013 08:04:21; (34993);
;Ubah Status Verifikasi;06/03/2013 08:04:22; (34996);
;Ubah Status Verifikasi;06/03/2013 08:04:24; (34999);
;Ubah Status Verifikasi;06/03/2013 08:04:30; (34373);
;Ubah Status Verifikasi;06/03/2013 08:04:31; (34987);
;Ubah Status Verifikasi;06/03/2013 08:04:36; (34988);
;Ubah Status Verifikasi;06/03/2013 08:04:39; (34989);
;Ubah Status Verifikasi;06/03/2013 08:04:40; (34360);
;Ubah Status Verifikasi;06/03/2013 08:04:43; (34361);
;Ubah Status Verifikasi;06/03/2013 08:04:44; (34946);
;Ubah Status Verifikasi;06/03/2013 08:04:44; (34375);
;Ubah Status Verifikasi;06/03/2013 08:04:48; (34370);
;Ubah Status Verifikasi;06/03/2013 08:04:53; (34360);
;Ubah Status Verifikasi;06/03/2013 08:04:54; (34361);
;Ubah Status Verifikasi;06/03/2013 08:04:58; (34364);
;Ubah Status Verifikasi;06/03/2013 08:05:02; (34360);
;Ubah Status Verifikasi;06/03/2013 08:05:05; (34364);
;Ubah Status Verifikasi;06/03/2013 08:05:06; (34360);
;Ubah Status Verifikasi;06/03/2013 08:05:08; (34367);
;Ubah Status Verifikasi;06/03/2013 08:05:10; (34364);
;Ubah Status Verifikasi;06/03/2013 08:05:14; (34367);
;Ubah Status Verifikasi;06/03/2013 08:05:20; (35000);
;Ubah Status Verifikasi;06/03/2013 08:05:25; (35001);
;Ubah Status Verifikasi;06/03/2013 08:05:27; (35002);
;Ubah Status Verifikasi;06/03/2013 08:05:31; (35003);
;Ubah Status Verifikasi;06/03/2013 08:05:43; (35005);
;Ubah Status Verifikasi;06/03/2013 08:05:43; (35004);
;Ubah Status Verifikasi;06/03/2013 08:05:45; (35007);
;Ubah Status Verifikasi;06/03/2013 08:05:46; (35008);
;Ubah Status Verifikasi;06/03/2013 08:05:49; (35009);
;Ubah Status Verifikasi;06/03/2013 08:05:50; (35010);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:12:28; (10932);
969323426;Terkait PendapatanPT BHAKTI KHARISMA UTAMA;06/03/2013 08:12:42; di Nopend 52100;
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:13:22; (10947);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:14:00; (10953);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:14:57; (10968);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:17:05; (10982);
969323426;Terkait PendapatanKOPERASI KOBERMAPAN;06/03/2013 08:17:23; di Nopend 52100;
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:17:51; (10984);
;Ubah data Gunggung;06/03/2013 08:17:59; ();
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:19:06; (10986);
;Ubah Status Verifikasi;06/03/2013 08:21:30; (34115);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:21:33; (11010);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:23:31; (11010);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:24:02; (11011);
FP-1;Ubah data user;06/03/2013 08:24:24;981390900 ();
FP-1;Ubah status data user;06/03/2013 08:24:39;552 (0);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:25:29; (11025);
;Insert data;06/03/2013 08:27:06; ();
;Ubah Status Verifikasi;06/03/2013 08:28:15; (40970);
;Ubah Status Verifikasi;06/03/2013 08:28:27; (40972);
;Ubah Status Verifikasi;06/03/2013 08:28:36; (40974);
;Ubah Status Verifikasi;06/03/2013 08:28:48; (40975);
;Ubah Status Verifikasi;06/03/2013 08:28:55; (40976);
;Ubah Status Verifikasi;06/03/2013 08:29:00; (40978);
;Ubah Status Verifikasi;06/03/2013 08:29:04; (40981);
;Ubah Status Verifikasi;06/03/2013 08:29:29; (40966);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:29:53; (11029);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:30:09; (11885);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:30:45; (11886);
;Ubah Status Verifikasi;06/03/2013 08:30:50; (40979);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:30:50; (11030);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:31:22; (11887);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:31:42; (11031);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:31:50; (11888);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:32:16; (11889);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:32:34; (11032);
969323426;Terkait PendapatanKSU RIZKY ABADI;06/03/2013 08:32:41; di Nopend 52100;
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:32:41; (11899);
;Ubah data Gunggung;06/03/2013 08:33:00; ();
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:33:31; (11034);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:33:48; (11900);
;Ubah Status Verifikasi;06/03/2013 08:34:16; (40978);
;Ubah Status Verifikasi;06/03/2013 08:36:19; (730);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:36:24; (11901);
;Ubah Status Verifikasi;06/03/2013 08:36:30; (754);
;Ubah Status Verifikasi;06/03/2013 08:36:42; (753);
;Ubah Status Verifikasi;06/03/2013 08:36:54; (752);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:36:55; (11045);
;Ubah Status Verifikasi;06/03/2013 08:37:06; (751);
;Ubah Status Verifikasi;06/03/2013 08:37:17; (744);
;Ubah Status Verifikasi;06/03/2013 08:37:28; (742);
;Ubah Status Verifikasi;06/03/2013 08:37:40; (741);
;Ubah Status Verifikasi;06/03/2013 08:37:58; (740);
;Ubah Status Verifikasi;06/03/2013 08:38:08; (738);
;Ubah Status Verifikasi;06/03/2013 08:38:24; (737);
;Ubah Status Verifikasi;06/03/2013 08:38:37; (733);
;Ubah Status Verifikasi;06/03/2013 08:38:46; (35310);
;Ubah Status Verifikasi;06/03/2013 08:38:46; (35024);
;Ubah Status Verifikasi;06/03/2013 08:38:47; (35305);
;Ubah Status Verifikasi;06/03/2013 08:38:49; (732);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:38:59; (11047);
;Ubah Status Verifikasi;06/03/2013 08:39:03; (731);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:39:16; (11908);
;Ubah Status Verifikasi;06/03/2013 08:39:21; (723);
;Ubah Status Verifikasi;06/03/2013 08:39:32; (722);
;Ubah Status Verifikasi;06/03/2013 08:39:41; (721);
;Ubah Status Verifikasi;06/03/2013 08:39:52; (720);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:40:01; (11910);
;Ubah Status Verifikasi;06/03/2013 08:40:01; (717);
;Ubah Status Verifikasi;06/03/2013 08:40:13; (716);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:40:23; (11911);
;Ubah Status Verifikasi;06/03/2013 08:40:23; (715);
;Ubah Status Verifikasi;06/03/2013 08:40:33; (706);
;Ubah Status Verifikasi;06/03/2013 08:40:43; (705);
;Ubah Status Verifikasi;06/03/2013 08:41:09; (704);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:41:11; (11912);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:41:17; (11048);
;Ubah Status Verifikasi;06/03/2013 08:41:22; (703);
;Ubah Status Verifikasi;06/03/2013 08:41:36; (702);
;Ubah Status Verifikasi;06/03/2013 08:41:52; (684);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:41:55; (11915);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:42:07; (11049);
;Ubah Status Verifikasi;06/03/2013 08:42:14; (683);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:42:24; (11916);
;Ubah Status Verifikasi;06/03/2013 08:42:26; (682);
;Ubah Status Verifikasi;06/03/2013 08:42:38; (677);
;Ubah Status Verifikasi;06/03/2013 08:42:52; (681);
;Ubah Status Verifikasi;06/03/2013 08:43:01; (680);
;Ubah Status Verifikasi;06/03/2013 08:43:12; (678);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:43:18; (11918);
;Ubah Status Verifikasi;06/03/2013 08:43:22; (679);
;Ubah Status Verifikasi;06/03/2013 08:43:43; (672);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:43:53; (11050);
;Ubah Status Verifikasi;06/03/2013 08:43:57; (671);
;Ubah Status Verifikasi;06/03/2013 08:44:17; (670);
;Ubah Status Verifikasi;06/03/2013 08:44:29; (669);
;Ubah Status Verifikasi;06/03/2013 08:44:41; (668);
;Ubah Status Verifikasi;06/03/2013 08:44:58; (667);
;Ubah Status Verifikasi;06/03/2013 08:45:10; (664);
;Ubah Status Verifikasi;06/03/2013 08:45:24; (665);
;Ubah Status Verifikasi;06/03/2013 08:45:36; (666);
;Ubah Status Verifikasi;06/03/2013 08:46:24; (10897);
;Ubah Status Verifikasi;06/03/2013 08:46:29; (10896);
;Ubah Status Verifikasi;06/03/2013 08:46:33; (10895);
;Ubah Status Verifikasi;06/03/2013 08:46:37; (10891);
;Ubah Status Verifikasi;06/03/2013 08:46:41; (10894);
;Ubah Status Verifikasi;06/03/2013 08:46:45; (10892);
;Ubah Status Verifikasi;06/03/2013 08:46:50; (10893);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:46:52; (11061);
;Ubah Status Verifikasi;06/03/2013 08:46:54; (11095);
;Ubah Status Verifikasi;06/03/2013 08:46:58; (11092);
;Ubah Status Verifikasi;06/03/2013 08:47:02; (11093);
;Ubah Status Verifikasi;06/03/2013 08:47:06; (11090);
;Ubah Status Verifikasi;06/03/2013 08:47:10; (11094);
;Ubah Status Verifikasi;06/03/2013 08:47:16; (11091);
;Ubah Status Verifikasi;06/03/2013 08:47:20; (11089);
;Ubah Status Verifikasi;06/03/2013 08:47:26; (11088);
;Ubah Status Verifikasi;06/03/2013 08:47:30; (11085);
;Ubah Status Verifikasi;06/03/2013 08:47:36; (11084);
;Ubah Status Verifikasi;06/03/2013 08:47:54; (11083);
;Ubah Status Verifikasi;06/03/2013 08:48:00; (11081);
;Ubah Status Verifikasi;06/03/2013 08:48:03; (11077);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:48:05; (11062);
;Ubah Status Verifikasi;06/03/2013 08:48:09; (10898);
;Ubah Status Verifikasi;06/03/2013 08:48:13; (10899);
;Ubah Status Verifikasi;06/03/2013 08:48:24; (11086);
;Ubah Status Verifikasi;06/03/2013 08:48:28; (11355);
;Ubah Status Verifikasi;06/03/2013 08:48:34; (10909);
;Ubah Status Verifikasi;06/03/2013 08:48:38; (10910);
;Ubah Status Verifikasi;06/03/2013 08:48:45; (10907);
;Ubah Status Verifikasi;06/03/2013 08:48:49; (10908);
;Ubah Status Verifikasi;06/03/2013 08:48:59; (10979);
;Ubah Status Verifikasi;06/03/2013 08:49:02; (10971);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:49:03; (11065);
;Ubah Status Verifikasi;06/03/2013 08:49:08; (10946);
;Ubah Status Verifikasi;06/03/2013 08:49:12; (10840);
;Ubah Status Verifikasi;06/03/2013 08:49:16; (10841);
;Ubah Status Verifikasi;06/03/2013 08:49:19; (10842);
;Ubah Status Verifikasi;06/03/2013 08:49:25; (10906);
;Ubah Status Verifikasi;06/03/2013 08:49:28; (11058);
;Ubah Status Verifikasi;06/03/2013 08:49:33; (10912);
;Ubah Status Verifikasi;06/03/2013 08:49:37; (10911);
;Ubah Status Verifikasi;06/03/2013 08:49:41; (11359);
;Ubah Status Verifikasi;06/03/2013 08:49:46; (10914);
;Ubah Status Verifikasi;06/03/2013 08:49:49; (10913);
;Ubah Status Verifikasi;06/03/2013 08:49:54; (11356);
;Ubah Status Verifikasi;06/03/2013 08:49:58; (10916);
;Ubah Status Verifikasi;06/03/2013 08:50:02; (10915);
;Ubah Status Verifikasi;06/03/2013 08:50:07; (11358);
;Ubah Status Verifikasi;06/03/2013 08:50:12; (10918);
;Ubah Status Verifikasi;06/03/2013 08:50:16; (10917);
;Ubah Status Verifikasi;06/03/2013 08:50:21; (11357);
;Ubah Status Verifikasi;06/03/2013 08:50:24; (10920);
;Ubah Status Verifikasi;06/03/2013 08:50:29; (10919);
;Ubah Status Verifikasi;06/03/2013 08:50:47; (10900);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:50:56; (11066);
;Ubah Status Verifikasi;06/03/2013 08:51:03; (10901);
;Ubah Status Verifikasi;06/03/2013 08:51:11; (10902);
;Ubah Status Verifikasi;06/03/2013 08:51:18; (10903);
;Ubah Status Verifikasi;06/03/2013 08:51:34; (11327);
;Ubah Status Verifikasi;06/03/2013 08:51:42; (11331);
;Ubah Status Verifikasi;06/03/2013 08:51:51; (10943);
;Ubah Status Verifikasi;06/03/2013 08:51:59; (10942);
;Ubah Status Verifikasi;06/03/2013 08:52:06; (10941);
;Ubah Status Verifikasi;06/03/2013 08:52:17; (10952);
;Ubah Status Verifikasi;06/03/2013 08:52:27; (10978);
;Ubah Status Verifikasi;06/03/2013 08:52:37; (11329);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:52:38; (11069);
;Ubah Status Verifikasi;06/03/2013 08:52:47; (10981);
;Ubah Status Verifikasi;06/03/2013 08:52:48; (35011);
;Ubah Status Verifikasi;06/03/2013 08:52:51; (35012);
;Ubah Status Verifikasi;06/03/2013 08:52:57; (10846);
;Ubah Status Verifikasi;06/03/2013 08:52:59; (35013);
;Ubah Status Verifikasi;06/03/2013 08:53:02; (35016);
;Ubah Status Verifikasi;06/03/2013 08:53:05; (35015);
;Ubah Status Verifikasi;06/03/2013 08:53:13; (35018);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:53:21; (11920);
;Ubah Status Verifikasi;06/03/2013 08:53:22; (35019);
;Ubah Status Verifikasi;06/03/2013 08:53:23; (35020);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:53:29; (11071);
;Ubah Status Verifikasi;06/03/2013 08:53:32; (35022);
;Ubah Status Verifikasi;06/03/2013 08:53:33; (35023);
;Ubah Status Verifikasi;06/03/2013 08:53:39; (11061);
;Ubah Status Verifikasi;06/03/2013 08:53:41; (35025);
;Ubah Status Verifikasi;06/03/2013 08:53:43; (35026);
;Ubah Status Verifikasi;06/03/2013 08:53:47; (11059);
;Ubah Status Verifikasi;06/03/2013 08:53:50; (35027);
;Ubah Status Verifikasi;06/03/2013 08:53:52; (35028);
;Ubah Status Verifikasi;06/03/2013 08:53:57; (10905);
;Ubah Status Verifikasi;06/03/2013 08:54:00; (35029);
;Ubah Status Verifikasi;06/03/2013 08:54:01; (35279);
;Ubah Status Verifikasi;06/03/2013 08:54:07; (11330);
;Ubah Status Verifikasi;06/03/2013 08:54:09; (35284);
;Ubah Status Verifikasi;06/03/2013 08:54:18; (35286);
;Ubah Status Verifikasi;06/03/2013 08:54:19; (35302);
;Ubah Status Verifikasi;06/03/2013 08:54:21; (10948);
;Ubah Status Verifikasi;06/03/2013 08:54:27; (35303);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:54:31; (11072);
;Ubah Status Verifikasi;06/03/2013 08:54:33; (10949);
;Ubah Status Verifikasi;06/03/2013 08:54:35; (35304);
;Ubah Status Verifikasi;06/03/2013 08:54:43; (35306);
;Ubah Status Verifikasi;06/03/2013 08:54:44; (10950);
;Ubah Status Verifikasi;06/03/2013 08:54:51; (35307);
;Ubah Status Verifikasi;06/03/2013 08:54:52; (35308);
;Ubah Status Verifikasi;06/03/2013 08:54:54; (11328);
;Ubah Status Verifikasi;06/03/2013 08:55:00; (35309);
;Ubah Status Verifikasi;06/03/2013 08:55:01; (35312);
;Ubah Status Verifikasi;06/03/2013 08:55:04; (10951);
;Ubah Status Verifikasi;06/03/2013 08:55:13; (10964);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:55:19; (11073);
;Ubah Status Verifikasi;06/03/2013 08:55:29; (10972);
;Ubah Status Verifikasi;06/03/2013 08:55:38; (10980);
;Ubah Status Verifikasi;06/03/2013 08:55:48; (10982);
;Insert data;06/03/2013 08:55:51; ();
;Ubah Status Verifikasi;06/03/2013 08:56:36; (40830);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:56:37; (11928);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:56:41; (11076);
;Ubah Status Verifikasi;06/03/2013 08:56:49; (40834);
;Ubah Status Verifikasi;06/03/2013 08:56:51; (40838);
;Ubah Status Verifikasi;06/03/2013 08:57:04; (40843);
;Ubah Status Verifikasi;06/03/2013 08:57:05; (40840);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:57:18; (11932);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:57:27; (11077);
;Ubah Status Verifikasi;06/03/2013 08:57:43; (40831);
;Ubah Status Verifikasi;06/03/2013 08:57:44; (40832);
;Ubah Status Verifikasi;06/03/2013 08:57:46; (40833);
;Ubah Status Verifikasi;06/03/2013 08:57:59; (40835);
;Ubah Status Verifikasi;06/03/2013 08:58:00; (40836);
969323426;Terkait PendapatanKOPERASI NUSANTARA;06/03/2013 08:58:01; di Nopend 52100;
;Ubah Status Verifikasi;06/03/2013 08:58:02; (40837);
;Ubah Status Verifikasi;06/03/2013 08:58:11; (40839);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:58:11; (11921);
;Ubah Status Verifikasi;06/03/2013 08:58:13; (40841);
;Ubah Status Verifikasi;06/03/2013 08:58:14; (40842);
;Ubah Status Verifikasi;06/03/2013 08:58:23; (40844);
;Ubah Status Verifikasi;06/03/2013 08:58:25; (40845);
;Ubah Status Verifikasi;06/03/2013 08:58:26; (40846);
;Ubah Status Verifikasi;06/03/2013 08:58:34; (40847);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:58:34; (11922);
;Ubah Status Verifikasi;06/03/2013 08:58:36; (40848);
;Ubah Status Verifikasi;06/03/2013 08:58:37; (40849);
;Ubah Status Verifikasi;06/03/2013 08:58:47; (40850);
;Ubah Status Verifikasi;06/03/2013 08:58:48; (40851);
;Ubah Status Verifikasi;06/03/2013 08:58:49; (40852);
;Ubah Status Verifikasi;06/03/2013 08:58:57; (40855);
;Ubah Status Verifikasi;06/03/2013 08:58:59; (40856);
;Ubah Status Verifikasi;06/03/2013 08:59:00; (40857);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:59:06; (11923);
;Ubah Status Verifikasi;06/03/2013 08:59:08; (40853);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:59:08; (11090);
;Ubah Status Verifikasi;06/03/2013 08:59:10; (40854);
;Ubah Status Verifikasi;06/03/2013 08:59:20; (40858);
;Ubah Status Verifikasi;06/03/2013 08:59:21; (40859);
;Ubah Status Verifikasi;06/03/2013 08:59:22; (40860);
;Ubah Status Verifikasi;06/03/2013 08:59:24; (40861);
;Ubah Status Verifikasi;06/03/2013 08:59:38; (40862);
;Ubah Status Verifikasi;06/03/2013 08:59:39; (40863);
;Ubah Status Verifikasi;06/03/2013 08:59:41; (40864);
;Ubah Data Pendapatan dan Biaya;06/03/2013 08:59:48; (11943);
;Ubah Status Verifikasi;06/03/2013 08:59:53; (40865);
;Ubah Status Verifikasi;06/03/2013 08:59:55; (40866);
;Ubah Status Verifikasi;06/03/2013 08:59:56; (40867);
;Ubah Data Pendapatan dan Biaya;06/03/2013 09:00:05; (11091);
;Ubah Status Verifikasi;06/03/2013 09:00:06; (40868);
;Ubah Status Verifikasi;06/03/2013 09:00:07; (40869);
;Ubah Status Verifikasi;06/03/2013 09:00:09; (40870);
;Ubah Status Verifikasi;06/03/2013 09:00:10; (40871);
;Ubah Data Pendapatan dan Biaya;06/03/2013 09:00:14; (11949);
;Ubah Status Verifikasi;06/03/2013 09:00:22; (40872);
;Ubah Status Verifikasi;06/03/2013 09:00:23; (40873);
;Ubah Status Verifikasi;06/03/2013 09:00:24; (40874);
;Ubah Status Verifikasi;06/03/2013 09:00:26; (40875);
;Ubah data Gunggung;06/03/2013 09:00:36; ();
;Ubah Status Verifikasi;06/03/2013 09:00:37; (40876);
;Ubah Status Verifikasi;06/03/2013 09:00:38; (40877);
;Ubah Status Verifikasi;06/03/2013 09:00:40; (40878);
;Ubah Status Verifikasi;06/03/2013 09:00:41; (40879);
;Ubah Data Pendapatan dan Biaya;06/03/2013 09:00:47; (11964);
;Ubah Status Verifikasi;06/03/2013 09:00:53; (40880);
;Ubah Status Verifikasi;06/03/2013 09:00:54; (40881);
;Ubah Status Verifikasi;06/03/2013 09:00:56; (40882);
;Ubah data Gunggung;06/03/2013 09:00:56; ();
;Ubah Data Pendapatan dan Biaya;06/03/2013 09:01:03; (11092);
;Ubah Status Verifikasi;06/03/2013 09:01:08; (40883);
;Ubah Status Verifikasi;06/03/2013 09:01:10; (40884);
;Ubah Data Pendapatan dan Biaya;06/03/2013 09:01:21; (11966);
;Ubah Status Verifikasi;06/03/2013 09:01:22; (40885);
;Ubah Status Verifikasi;06/03/2013 09:01:24; (40886);
;Ubah Status Verifikasi;06/03/2013 09:01:25; (40887);
;Ubah Status Verifikasi;06/03/2013 09:01:34; (40888);
;Ubah Status Verifikasi;06/03/2013 09:01:35; (40889);
;Ubah Status Verifikasi;06/03/2013 09:01:37; (40890);
;Ubah Status Verifikasi;06/03/2013 09:01:46; (40891);
;Ubah Status Verifikasi;06/03/2013 09:01:48; (40892);
;Ubah Status Verifikasi;06/03/2013 09:01:49; (40893);
969323426;Terkait PendapatanPT BANK BTN;06/03/2013 09:01:49; di Nopend 52100;
;Ubah Status Verifikasi;06/03/2013 09:01:59; (40894);
;Ubah Status Verifikasi;06/03/2013 09:02:01; (40895);
